"Section","QuestionID","Question","ChoiceA","ChoiceB","ChoiceC","ChoiceD","CorrectAnswer","Source"
"Air Traffic Services & Air Traffic Management – Part 4","010.07 Part 4 Q0007","What actions have to be undertaken if an aircraft penetrates the NTZ when independent parallel approaches are in progress?","The other aircraft will receive new heading and altitude instructions from ATC to avoid a potentailly harzardous situation","The aircraft penetrating the NTZ has to perform a missed approach, the other aircraft may continue the approach for landing","The aircraft penetrating the NTZ will be vectored back on the final approach track, the other aircraft may continue the approach for landing","Both aircraft have to immediately perform a missed approach to avoid a potentially hazardous situation","The other aircraft will receive new heading and altitude instructions from ATC to avoid a potentailly harzardous situation","Evionica"
"Air Traffic Services & Air Traffic Management – Part 4","010.07 Part 4 Q0008","When can the radar separation monitoring be terminated by the ATC during independent parallel approaches?","When the visual separation is confirmed by each flight crew or when an aircraft has landed","When one aircraft has landed and the other one is performing a missed approach","When the conditions at the aerodrome are VMC","Only when both aircraft have landed","When the visual separation is confirmed by each flight crew or when an aircraft has landed","Evionica"
"Air Traffic Services & Air Traffic Management – Part 4","010.07 Part 4 Q0009","What is the value of the separation that has to be provided to two aircraft conducting independent parallel approaches?","Vertical separation of 2,000 ft (610 m) or horizontal separation of 5 NM (9.3 km)","The lateral separation of 610 m (2,000 ft) equal to the width of the NTZ is enough, no other separation minimum is required","Vertical separation of 1,000 ft (300 m) or horizontal separation of 3 NM (5.6 km)","Vertical separation of 2,000 ft (610 m) only, thus the """"high-"""" and """"low-side"""" of the approach","Vertical separation of 1,000 ft (300 m) or horizontal separation of 3 NM (5.6 km)","PDF"
"Air Traffic Services & Air Traffic Management – Part 4","010.07 Part 4 Q0010","What is the minimum longitudinal separation for two aircraft on the same ILS/MLS final approach track?","3 NM, but can be increased due to wake turbulence","5 NM, but can be reduced due to wake turbulence","5 NM","2 NM","3 NM, but can be increased due to wake turbulence","Evionica"
"Air Traffic Services & Air Traffic Management – Part 4","010.07 Part 4 Q0011","What information has to be passed to the aircraft when the ATC issues the final vector for ILS/MLS approach track interception?","Runway designator, distance from threshold, altitude constraints, clearance for approach","QNH and clearance for approach","Runway designator, distance from threshold and QNH","Runway designator, altitude constraints, QNH and surface wind","Runway designator, distance from threshold, altitude constraints, clearance for approach","Evionica"
"Air Traffic Services & Air Traffic Management – Part 4","010.07 Part 4 Q0012","What is the minimum distance between the extended runway centrelines that allows for dependent parallel approaches?","At least 915 m (3,000 ft)","At least 1,035 m (3,400 ft)","At least 760 m (2,500 ft)","At least 1,500 m (5,000 ft)","At least 915 m (3,000 ft)","Merged"
"Air Traffic Services & Air Traffic Management – Part 4","010.07 Part 4 Q0013","What is the minimum value of the horizontal separation between two aircraft conducting dependent parallel approaches, which are established on the adjacent final approach tracks?","2 NM (3.7 km)","5 NM (9.3 km)","6 NM (11.1 km)","4 NM (7.4 km)","2 NM (3.7 km)","Evionica"
"Air Traffic Services & Air Traffic Management – Part 4","010.07 Part 4 Q0014","What does it mean when two parallel runways are used for segregated operations?","One of the runways is dedicated to approach operations, and the other is used for departures only","Both runways are used for simultaneous departures and simultaneous arrivals, alternatingly","The runways are used interchangeably for approach and departure operations","One runway is used exclusively for approaches, and the second one – for either approaches or departures","One of the runways is dedicated to approach operations, and the other is used for departures only","Evionica"
"Air Traffic Services & Air Traffic Management – Part 4","010.07 Part 4 Q0015","Conducting segregated parallel operations requires the runway centrelines to be separated by at least 760 m. Which statement is true regarding a situation in which the threshold of the arrival runway is moved by 300 m towards the approach side?","The distance between the runway centrelines can be reduced to 700 m","The distance between the runway centrelines has to be increased to 790 m","The distance between the runway centrelines has to be increased to 820 m","The distance between the runway centrelines can be reduced to 730 m","The distance between the runway centrelines can be reduced to 700 m","Evionica"
"Air Traffic Services & Air Traffic Management – Part 4","010.07 Part 4 Q0016","Regarding parallel runway operations, what is the minimum divergence of the departure tracks for conducting independent parallel departures?","15°","30°","5°","20°","15°","Evionica"
